#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
4/8/19,jo,58,60
4/9/19,jo,58,60
4/10/19,jo,53,62
4/11/19,jo,53,57
4/12/19,jo,45,59
4/13/19,jo,48,60
4/14/19,jo,57,58
4/15/19,jo,62,61
4/16/19,jo,62,57
4/17/19,jo,61,61
4/18/19,jo,59,61
4/19/19,jo,55,61
4/20/19,jo,59,61
4/21/19,jo,65,61
4/22/19,jo,61,59
4/23/19,jo,60,51
4/24/19,jo,59,60
4/25/19,jo,50,60
4/26/19,jo,46,55
4/27/19,jo,55,49
4/28/19,jo,55,57
4/29/19,jo,59,55
4/30/19,jo,61,58
5/1/19,jo,59,55
5/2/19,jo,61,52
5/3/19,jo,54,49
5/4/19,jo,51,56
5/5/19,jo,53,60
5/6/19,jo,51,61
5/7/19,jo,51,56
5/8/19,jo,65,45
5/9/19,jo,67,51
5/10/19,jo,52,51
5/11/19,jo,59,52
5/12/19,jo,61,51
5/13/19,jo,57,53
5/14/19,jo,58,58
5/15/19,jo,63,54
5/16/19,jo,56,58
5/17/19,jo,54,59
5/18/19,jo,60,58
5/19/19,jo,62,59
5/20/19,jo,66,59
5/21/19,jo,71,56
5/22/19,jo,65,57
5/23/19,jo,65,57
5/24/19,jo,61,58
5/25/19,jo,57,59
5/26/19,jo,65,58
5/27/19,jo,71,55
5/28/19,jo,79,49
5/29/19,jo,72,59
5/30/19,jo,68,60
5/31/19,jo,64,54
6/1/19,jo,54,54
6/2/19,jo,55,55
6/3/19,jo,51,64
6/4/19,jo,46,66
6/5/19,jo,39,65
6/6/19,jo,44,64
6/7/19,jo,49,62
6/8/19,jo,54,63
6/9/19,jo,55,62
6/10/19,jo,58,61
6/11/19,jo,67,61
6/12/19,jo,67,61
6/13/19,jo,58,61
6/14/19,jo,54,61
6/15/19,jo,67,60
6/16/19,jo,71,59
6/17/19,jo,61,64
6/18/19,jo,56,64
6/19/19,jo,54,65
6/20/19,jo,52,66
6/21/19,jo,65,56
6/22/19,jo,72,61
6/23/19,jo,80,60
6/24/19,jo,79,68
6/25/19,jo,70,68
6/26/19,jo,69,65
6/27/19,jo,66,59
6/28/19,jo,61,62
6/29/19,jo,70,63
6/30/19,jo,68,59
7/1/19,jo,73,53
7/2/19,jo,81,61
7/3/19,jo,67,67
7/4/19,jo,62,65
7/5/19,jo,52,66
7/6/19,jo,64,64
7/7/19,jo,68,69
7/8/19,jo,63,68
7/9/19,jo,60,68
7/10/19,jo,70,70
